stop_usd,target_usd,sessions,raw_bars,trades,active_days,gross_pnl,costs,commissions,slippage,net_pnl,positive_mass,loss_mass,win_rate_pct,profit_factor,net_sharpe,mtm_dd_usd,pnl_over_dd,cvar5_loss_usd,worst_loss_usd,clipped_current_winner_net_usd,avoided_current_loser_net_usd,stops,targets,forced_eod,block
0.2500000000,2.7500000000,21.0000000000,8190.0000000000,92.0000000000,21.0000000000,247.9350000000,813.7492630799,80.5700000000,733.1792630799,-565.8142630799,2553.9739210000,-3119.7881840799,13.0434782609,0.8186369620,-2.0522583580,1057.4287261199,-0.5350850124,41.8058525520,41.9213520000,1512.0008597200,1234.9494431200,77.0000000000,5.0000000000,10.0000000000,0
0.2500000000,3.0000000000,21.0000000000,8190.0000000000,92.0000000000,21.0000000000,404.1850000000,813.7680130799,80.5700000000,733.1980130799,-409.5830130799,2710.2051710000,-3119.7881840799,13.0434782609,0.8687144803,-1.4131984998,994.1913761199,-0.4119760269,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,77.0000000000,5.0000000000,10.0000000000,0
0.2500000000,3.2500000000,21.0000000000,8190.0000000000,92.0000000000,21.0000000000,560.4350000000,813.7867630799,80.5700000000,733.2167630799,-253.3517630799,2866.4364210000,-3119.7881840799,13.0434782609,0.9187919986,-0.8274587203,930.9540261199,-0.2721420779,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,77.0000000000,5.0000000000,10.0000000000,0
0.2500000000,3.5000000000,21.0000000000,8190.0000000000,87.0000000000,21.0000000000,305.6750000000,769.5748350799,76.3350000000,693.2398350799,-463.8998350799,2500.3481790000,-2964.2480140799,12.6436781609,0.8435016797,-1.5828602439,1182.7659567199,-0.3922160867,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,73.0000000000,3.0000000000,11.0000000000,0
0.2500000000,3.7500000000,21.0000000000,8190.0000000000,86.0000000000,21.0000000000,303.9750000000,760.7339710799,75.4460000000,685.2879710799,-456.7589710799,2466.9173690000,-2923.6763400800,12.7906976744,0.8437723886,-1.5818219988,1278.9467167199,-0.3571368260,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,72.0000000000,2.0000000000,12.0000000000,0
0.2500000000,4.0000000000,21.0000000000,8190.0000000000,85.0000000000,21.0000000000,398.7250000000,751.8551730799,74.5500000000,677.3051730799,-353.1301730799,2529.6673190000,-2882.7974920800,12.9411764706,0.8775043429,-1.1801928871,1278.9467167199,-0.2761101526,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,2.0000000000,12.0000000000,0
0.2500000000,4.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-69.2750000000,743.1369050799,73.6610000000,669.4759050799,-812.4119050799,2069.9240190000,-2882.3359240800,11.9047619048,0.7181411444,-2.7434209380,1298.2534576799,-0.6257729569,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,1.0000000000,12.0000000000,0
0.2500000000,4.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,4.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,5.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
